"Text";"User";"Timestamp";"Nshares";"Nlikes";"Nfriends";"Ncomments";"Replytoauthor"
"

This meeting is scheduled to take place this week. Please dial into toll free 
number referenced in Subject Field. If you have any questions, please feel 
free to contact me at 713 345 4283. Many Thanks.

Elizabeth ( Eric Letk's new Admin Asst )";"-team";981303910000;0;0;0;0;"elizabeth-moore
"
"

The meeting is scheduled at 11:30 AM CDT. Same time as in the past.
EM";"-team";981305110000;0;0;0;0;"elizabeth-moore
"
"

 <<Bluegrass Guitar - Top Ten Song List.url>> I found the list of songs you
should request for the Lone Mountain Sisters Band.

 http://www.bluegrassguitar.com/top10songs.asp

 - Bluegrass Guitar - Top Ten Song List.url";"ff-dasovich";981312310000;0;0;0;0;"cameron-perfect-com
"
"

Hey darlin'.  Long time, no see.  How are ya?  What's the price per magnum?  
How many am I allowed to get?  And what are the dates for Mazatlan?  Hope to 
see you guys soon.

Best,
Jeff";"ncy-sellers-robertmondavi-com";981373210000;0;0;0;0;"jeff-dasovich
"
"

we can all use the tax break that bush wants to give us and give to NPR!";"ncy-sellers-robertmondavi-com";981374170000;0;0;0;0;"jeff-dasovich
"
"

I'll put my suggested edits directly into the document and send to you for 
review.

Jeff";"ott-gahn";981379030000;10;10;10;10;"jeff-dasovich
"
"

don't remind me.  i'll go ballistic.



	Susan J Mara
	02/06/2001 12:25 PM
		 
		 To: Jeff Dasovich/NA/Enron@Enron
		 cc: 
		 Subject: Remember..

when Sandi said that Keeley was a nobody from Santa Cruz who was not a player
";"san-mara";981379090000;0;0;0;0;"jeff-dasovich
"
"

you're welcome.



	Susan J Mara
	02/06/2001 12:28 PM
		 
		 To: Jeff Dasovich/NA/Enron@Enron
		 cc: 
		 Subject: Good DIg on the CPUC!


";"san-mara";981379090000;0;0;0;0;"jeff-dasovich
"
"

Karen Denne has asked me to go along to the meetings tomorrow, which I've 
agreed to do, but wanted to run it by you two first.  Thoughts?

Best,
Jeff";"ean";981381850000;10;10;10;10;"jeff-dasovich
"
"

Go


From: Jeff Dasovich on 02/06/2001 01:25 PM
Sent by: Jeff Dasovich
To: skean@enron.com, Richard Shapiro/NA/Enron@Enron
cc:  

Subject: Skilling's meeting with Silicon Valley

Karen Denne has asked me to go along to the meetings tomorrow, which I've 
agreed to do, but wanted to run it by you two first.  Thoughts?

Best,
Jeff
";"ff-dasovich";981382150000;0;0;0;0;"richard-shapiro
"
"

Here are my (very minor) suggestions.  I understand that the plan is to have 
the letter come from Ken Lay.  Given the current tone and structure of the 
letter, might be more appropriate to come from Chris, as originally drafted, 
but I've modified so that it comes from Ken Lay. 

Best,
Jeff";"ristopher-calger";981383590000;10;10;10;10;"jeff-dasovich
"
"

I'd be honored.



	Janel Guerrero
	02/06/2001 03:43 PM
		 
		 To: Jeff Dasovich/NA/Enron@Enron
		 cc: 
		 Subject: add to CA email distrib

Hi.  Will you add me to your CA distribution list for emails etc ?  thanks
";"nel-guerrero";981391690000;0;0;0;0;"jeff-dasovich
"
"

Please see the following revisions to Paragraph 4. Hourly Demand Response 
Program and Exhibit 4.  They are important, not stylistic changes, and need 
to be incorporated.  Thanks.
";"le-rasmussen";981393610000;0;0;0;0;"scott-gahn
"
"

No comments.  Chris, I'll have the summary to you shortly.

Jeff";"le-rasmussen";981394630000;10;10;10;10;"jeff-dasovich
"
"

The final copy of the Response to RFB (California Department of Water 
Resources) is attached.  We are sending the document by fax and overnight 
delivery shortly.

The missing Exhibits are in hard-copy form and will be included in the 
overnight delivery package.
";"vid-delainey";981390610000;60;60;60;60;"dale-rasmussen
"
"

----- Forwarded by Jeff Dasovich/NA/Enron on 02/06/2001 06:49 PM -----

	Christopher F Calger@ECT
	02/06/2001 06:38 PM
		 
		 To: Jeff Dasovich/NA/Enron@Enron, David W Delainey/HOU/ECT@ECT
		 cc: 
		 Subject: CDWR Summary for Ken Lay

I made one adjustment - Pastoria offer is $58.80.






";"ean";981401410000;0;0;0;0;"jeff-dasovich
"
"

Told him the proposal is on his fax machine.  He thanked me and said he'd get 
back to us. He was in a meeting.  That was the sum total of the call.  Thanks 
for all your help.  Real cat-herding exercise.

Best,
Jeff";"ristopher-calger";981403870000;0;0;0;0;"jeff-dasovich
"
"

Thanks TJ.  Unfortunately, I presumed that I wouldn't get in, so didn't 
attend.  No problem, though, since the two classes that I did get into are 
great.  Thanks again.

Best,
Jeff";"-haas-berkeley-edu";981418570000;0;0;0;0;"jeff-dasovich
"
"

Jeff,  just confirming that you will be initiating the call tonight?

**********************************************
Mark D. Guinney, CFA
Consultant
Watson Wyatt Investment Consulting
345 California Street, Ste. 1400
San Francisco, CA  94104
(415) 733-4487 ph.
(415) 733-4190 fax";"avrek-deloitte-com";981476950000;20;20;20;20;"mark_guinney-watsonwyatt-com
"
"

u see my previous note?  sorry, i've been out of the office all day and just 
got in.";"rk_guinney-watsonwyatt-com";981484990000;0;0;0;0;"jeff-dasovich
"
"

Just wanted to send a note to say that I'm very sorry that I couldn't make it 
to the meeting, miss catching up with folks, and hope that all's going well.  
Hope to see you very soon.

Best,
Jeff";"nald-lassere";981488590000;0;0;0;0;"jeff-dasovich
"
"

check it out.  see george w. and al rap.  very funny, indeed.
----- Forwarded by Jeff Dasovich/NA/Enron on 02/07/2001 07:03 PM -----

	Ryan Deane@ECT
	02/07/2001 07:01 PM
		 
		 To: Jeff Dasovich/NA/Enron@Enron
		 cc: 
		 Subject: Website

www.jibjab.com

Go to the 'archives'...";"ncy-sellers-robertmondavi-com";981488650000;30;30;30;30;"jeff-dasovich
"
"

----- Forwarded by Jeff Dasovich/NA/Enron on 02/07/2001 07:20 PM -----

	Ryan Deane@ECT
	02/07/2001 07:01 PM
		 
		 To: Jeff Dasovich/NA/Enron@Enron
		 cc: 
		 Subject: Website

www.jibjab.com

Go to the 'archives'...";"ul-kaufman";981489610000;0;0;0;0;"jeff-dasovich
"
"

Gang:
Quick question.  Does the lease-buy-back free up $50M of funds for 1987?  
Mark, is that captured in the 1987 cash flows?  Don't think that should 
change our recommendation, but ran across it in the case and was wondering if 
we captured it.

Best,
Jeff";"avrek-deloitte-com";981543130000;0;0;0;0;"jeff-dasovich
"
"

I was thinking that it gives them $50M up front (the sale), and then they'll 
only have to make installment payments for the leases.";"rk_guinney-watsonwyatt-com";981551470000;0;0;0;0;"jeff-dasovich
"
"

Here are my edits.  CV, I didn't see your pictures for the cash flow 
statements.



**********************************************
Mark D. Guinney, CFA
Consultant
Watson Wyatt Investment Consulting
345 California Street, Ste. 1400
San Francisco, CA  94104
(415) 733-4487 ph.
(415) 733-4190 fax
 - home depot memo.doc";"avrek-deloitte-com";981549790000;20;20;20;20;"mark_guinney-watsonwyatt-com
"
"

No apologies needed.  Thanks so much for doing so much.  Also, heads up.  
Mark and I are having a teensy discussion about a possible $50 in additional 
cash we may need to consider (see letter to shareholders, exhibit 4, top of 
second column).

Best,
Jeff";"avrek-deloitte-com";981558010000;0;0;0;0;"jeff-dasovich
"
"

I am SO excited about going up and about seeing you guys.  We're going to try 
(fingers crossed) to leave tomorrow afternoon.  Can you guys bring Annie?  
(please?).";"ncy-sellers-robertmondavi-com";981558190000;0;0;0;0;"jeff-dasovich
"
"

should we point out in memo?  think it's too late to revise?";"rk_guinney-watsonwyatt-com";981561250000;0;0;0;0;"jeff-dasovich
"
"

It is EXTREMELY useful.  Please continue.  And on behalf of freedom-loving 
people everywhere, thank you, jean.

Best,
Jeff";"unoz-mcnallytemple-com";981563290000;0;0;0;0;"jeff-dasovich
"
"

Vikram Budraja
cell 818.414.5998

S. David Freeman
cell 213.792.4900

L.A. Office
213.897.0006";"ristopher-calger";981566710000;0;0;0;0;"jeff-dasovich
"
"

Here is the very quick and dirty that I did on the fly for Justin yesterday.  
You should feel free to edit away!

Best,
Jeff
----- Forwarded by Jeff Dasovich/NA/Enron on 02/09/2001 11:48 AM -----

	Jeff Dasovich
	Sent by: Jeff Dasovich
	02/08/2001 01:41 PM
		 
		 To: jbradley@svmg.org
		 cc: 
		 Subject: 

";"ren-denne";981634990000;0;0;0;0;"jeff-dasovich
"
"

Mike:  Please call me ASAP on this issue on my cell phone 415.505.6633. Got 
an idea.  Appreciate it.

Best,
Jeff";"ke-smith";981636370000;0;0;0;0;"jeff-dasovich
"
"

I'll be on the call as will Mike Day, out outside counsel who's been helping 
us negotiate a fix to the DA prohibition in AB 1X.

Best,
Jeff";"chele-curtis";981637270000;0;0;0;0;"jeff-dasovich
"
"

No problem.  Just wanted to throw some thoughts into the hopper. If you've 
gotten them from Vicky and Tom, then we're set.  Good luck.  
Best,
Jeff";"ke-smith";981640270000;0;0;0;0;"jeff-dasovich
"
"

Hi:
Hope you're well.  Based on your note, I faxed my Direct Deposit change to 
Renee Kelso a week or so ago and wanted to check with her to see that she'd 
received it and that it was in process, but I can't find her name in email.  
Any suggestions on how I can check in and see how progress is going?  As 
always, thanks a bunch.

Best,
Jeff";"chelle-hargrave";981643990000;0;0;0;0;"jeff-dasovich
"
"

The subject for next Monday morning's conference call  will be updates.  As 
usual, the time for the conference call is 11:15am (CST),  and the dial-in 
number is:  888/311-9051 - pass code 60396.

Thanks,

Sue";"rbara-hueter";983449870000;190;190;190;190;"carmen-perez
"
"

whaddya mean?



	Susan J Mara
	03/02/2001 01:36 PM
		 
		 To: Jeff Dasovich/NA/Enron@Enron
		 cc: 
		 Subject: That was Cute



Sue Mara
Enron Corp.
Tel: (415) 782-7802
Fax:(415) 782-7854
";"san-mara";983456170000;0;0;0;0;"jeff-dasovich
"
"

Do we want to position this as let the market do it, cuz it can do it better 
than Socalgas; but the market ain't going to do anything if you don't create 
an hospitable investment climate?";"ffery-fawcett";983460310000;0;0;0;0;"jeff-dasovich
"
"

Here's the document we discussed.? It is one of our  approved fact sheets.
?
If you have any trouble with the file, let me  know.
?
Ken
 - Constructive plan.doc";"ul-kaufman";983453710000;10;10;10;10;"ken-kdscommunications-com
"
"

Dude,

Just wanted to wish you a very Happy Birthday. I hope they're not too rough
on you over there. Have a great day, and congratulations.

See you tonight for a sweet rage.

LATE!

Scotty
_________________________________________________________________
Get your FREE download of MSN Explorer at http://explorer.msn.com";"asovic";983483110000;0;0;0;0;"scottwl-hotmail-com
"
"

Dude:  Thanks very much.  Looking forward to tonite.  You won't believe 
this--this morning, I heard on the radio that today--that's right, today--is 
Doc Watson's birthday.  Killer...

Best,
Jeff";"ottwl-hotmail-com";983461570000;0;0;0;0;"jeff-dasovich
"
"

lime


From: Jeff Dasovich on 03/02/2001 04:48 PM
Sent by: Jeff Dasovich
To: Richard Shapiro/NA/Enron@Enron
cc:  

Subject: 

it's a good day.  i'm wearing the green shirt.
";"ff-dasovich";983467750000;0;0;0;0;"richard-shapiro
"
"

Thanks very much, Laura.  If it's appropriate, I would like to attend?  Just 
let me know.  Thanks very much.

Best,
Jeff";"oldseth-svmg-org";983471890000;0;0;0;0;"jeff-dasovich
"
"

i send her just about everything.  if she wasn't on distribution list, it was 
an oversight that i'll correct, fellow responder on the upcoming panel in 
houston.

best,
jeff";"ul-kaufman";983477410000;0;0;0;0;"jeff-dasovich
"
"

Will now be coming in laterTuesday night-- You and Jeff might want to attend 
meeting at 10 w/ Olivia Morgan and Karen Skelton-- would have to take 3: 35 
p:m flt. w/ me .";"san-mara";983703850000;0;0;0;0;"richard-shapiro
"
"

Yes, I'll be in Houston this week.  We could discuss there. But might be 
useful to discuss tomorrow when you return.  I'm available.  Seems useful to 
try to get a start on it tomorrow.  You available for a quick call?  My 
schedule's pretty flexible.

Best,
Jeff";"eve-walton";983705590000;0;0;0;0;"jeff-dasovich
"
"

thanks for a great dinner and a fun time.  eldon, thanks for slaughtering me 
at three--count 'em, three--games of cowboy.";"ncy-sellers-robertmondavi-com";983707630000;20;20;20;20;"jeff-dasovich
"
"

Jeff --
?
I made a couple changes and saved them to my attached file (I  renamed it 
with my initials so you'd know which version had come from me).?  I want to 
take a closer look at this and maybe offer a few more later this  morning.? 
All in all, I think everyone's on the right  track.
 - Principles 0304 ks.doc";"asovic";983701750000;0;0;0;0;"ken-kdscommunications-com
"
"

can you send the ackerman email around?  calger wasn't there; left him a 
voice mail. expect to hear back shortly.

Best,
Jeff";"ren-denne";983725450000;0;0;0;0;"jeff-dasovich
"
"

This is not mandatory, however, you are invited to join the group for dinner 
at The Woodlands Resort's Glass Menagerie restaurant reserved for  7:00 
p.m. on Thursday, March 8th.  Reservations are under the name ENRON.

HOPE TO SEE YOU THERE!
";"uane-quinngillespie-com";983813170000;1280;1280;1280;1280;"linda-noske
"
"

Funny.  I sent it before you sent your note, I think.  You will have a very 
difficult time touching base with her.   Good luck.

Best,
Jeff";"m-riley";983813470000;0;0;0;0;"jeff-dasovich
"
"

Sorry, but for headcount purposes, please let me know if you will be 
attending the dinner via e-mail.  THANK YOU!

Also, a revised Agenda and Rooming List will be forwarded to you soon.

";"uane-quinngillespie-com";983815090000;1280;1280;1280;1280;"linda-noske
"
"

I'll be in air (to Houston) at that time tomorrow.  Harry can you attend EES 
(San Diego team call)?
Best,
Jeff";"nnifer-rudolph";983873410000;10;10;10;10;"jeff-dasovich
"
"

What sort of phone headset do you use??  I am at the stage of getting one
and I thought I would build off your experience.

Bob
";"ff-dasovich";983894830000;0;0;0;0;"rbw-mrwassoc-com
"
"

----- Forwarded by James D Steffes/NA/Enron on 03/07/2001 05:56 PM -----

	Robert Neustaedter@ENRON_DEVELOPMENT
	03/07/2001 05:15 PM
		 
		 To: James D Steffes/NA/Enron@Enron
		 cc: 
		 Subject: PGE Rate Increase

Here is the chart

";"ff-dasovich";983903710000;20;20;20;20;"james-steffes
"
"

It continues to be fun, fun, fun out here.  Give a call and I can 
explain--415.782.7822.

Best,
Jeff";"thryn-corbally";983903950000;0;0;0;0;"jeff-dasovich
"
"

This version includes Jim's and Ken's suggestions.

Best,
Jeff";"ff-dasovich";983907670000;0;0;0;0;"jeff-dasovich
"
